ratio	DB	avg	lat
20%	Auto	0.224	0.569
20%	Auto	0.238	0.562
20%	Auto	0.235	0.559
20%	Auto	0.239	0.566
20%	Auto	0.24	0.566
20%	Auto	0.246	0.574
20%	Auto	0.236	0.564
20%	Auto	0.237	0.564
20%	Auto	0.236	0.512
20%	Auto	0.227	0.559
20%	Auto	0.234	0.564
20%	Auto	0.229	0.568
20%	Auto	0.237	0.562
20%	Auto	0.235	0.468
20%	Auto	0.22	0.477
20%	Auto	0.221	0.563
20%	Auto	0.227	0.56
20%	Auto	0.231	0.563
20%	Auto	0.24	0.571
20%	Auto	0.238	0.567
20%	Auto	0.225	0.537
20%	Auto	0.228	0.564
20%	Auto	0.235	0.561
20%	Auto	0.223	0.56
20%	Auto	0.246	0.575
20%	Auto	0.229	0.57
20%	Auto	0.245	0.57
20%	Auto	0.234	0.567
20%	Auto	0.24	0.57
20%	Auto	0.238	0.569
20%	Auto	0.231	0.567
20%	Auto	0.232	0.532
20%	Auto	0.225	0.533
20%	Auto	0.232	0.565
20%	Auto	0.238	0.54
20%	Auto	0.23	0.508
20%	Auto	0.233	0.566
20%	Auto	0.241	0.565
20%	Auto	0.236	0.567
20%	Auto	0.242	0.568
20%	Auto	0.24	0.57
20%	Auto	0.237	0.571
20%	Auto	0.237	0.568
20%	Auto	0.241	0.568
20%	Auto	0.236	0.574
20%	Auto	0.235	0.568
20%	Auto	0.228	0.563
20%	Auto	0.237	0.57
20%	Auto	0.231	0.518
20%	Auto	0.244	0.561
20%	Auto	0.234	0.56
20%	Auto	0.232	0.484
20%	Auto	0.236	0.563
20%	Auto	0.233	0.566
20%	Auto	0.228	0.501
20%	Auto	0.23	0.56
20%	Auto	0.239	0.526
20%	Auto	0.235	0.561
20%	Auto	0.237	0.562
20%	Auto	0.224	0.557
20%	Auto	0.237	0.562
20%	Auto	0.236	0.56
20%	Auto	0.224	0.558
20%	Auto	0.233	0.562
20%	Auto	0.239	0.561
20%	Auto	0.237	0.56
20%	Auto	0.234	0.558
20%	Auto	0.242	0.561
20%	Auto	0.235	0.56
20%	Auto	0.235	0.564
20%	Auto	0.233	0.553
20%	Auto	0.369	1.283
20%	Auto	0.702	1.69
20%	Auto	0.674	1.469
20%	Auto	0.691	1.328
20%	Auto	0.696	1.603
20%	Auto	0.722	1.787
20%	Auto	0.69	1.434
20%	Auto	0.68	1.638
20%	Auto	0.678	1.542
20%	Auto	0.687	1.786
20%	Auto	0.696	1.299
20%	Auto	0.719	1.579
20%	Auto	0.722	2.052
20%	Auto	0.677	1.387
20%	Auto	0.7	1.3
20%	Auto	0.678	1.536
20%	Auto	0.703	1.541
20%	Auto	0.673	1.588
20%	Auto	0.651	1.523
20%	Auto	0.633	1.412
20%	Auto	0.673	1.3
20%	Auto	0.691	1.74
20%	Auto	0.706	1.701
20%	Auto	0.713	1.751
20%	Auto	0.712	1.725
20%	Auto	0.728	1.74
20%	Auto	0.711	1.822
20%	Auto	0.699	1.822
20%	Auto	0.701	2.54
20%	Auto	0.755	4.171
20%	Auto	0.752	2.653
20%	Auto	0.712	2.171
20%	Auto	0.736	2.139
20%	Auto	0.74	1.985
20%	Auto	0.721	2.257
20%	Auto	0.735	2.271
20%	Auto	0.712	2.064
20%	Auto	0.73	2.099
20%	Auto	0.715	2.272
20%	Auto	0.702	2.067
20%	Auto	0.715	2.12
20%	Auto	0.719	1.41
20%	Auto	0.701	2.108
20%	Auto	0.74	1.833
20%	Auto	0.713	1.776
20%	Auto	0.708	2.277
20%	Auto	0.73	2.192
20%	Auto	0.706	1.943
20%	Auto	0.73	2.089
20%	Auto	0.706	1.875
20%	Auto	0.635	1.649
20%	Auto	0.654	1.746
20%	Auto	0.654	1.754
20%	Auto	0.73	2.033
20%	Auto	0.679	1.852
20%	Auto	0.431	1.297
20%	Auto	0.541	1.708
20%	Auto	0.616	1.682
20%	Auto	0.442	1.29
20%	Auto	0.247	0.575
20%	Auto	0.251	0.574
20%	Auto	0.247	0.577
20%	Auto	0.257	0.573
20%	Auto	0.244	0.578
20%	Auto	0.241	0.573
20%	Auto	0.24	0.575
20%	Auto	0.246	0.578
20%	Auto	0.245	0.568
20%	Auto	0.241	0.579
20%	Auto	0.254	0.572
20%	Auto	0.242	0.565
20%	Auto	0.233	0.564
20%	Auto	0.239	0.565
20%	Auto	0.245	0.572
20%	Auto	0.244	0.566
20%	Auto	0.239	0.568
20%	Auto	0.242	0.568
20%	Auto	0.243	0.574
20%	Auto	0.236	0.566
20%	Auto	0.247	0.567
20%	Auto	0.248	0.571
20%	Auto	0.246	0.57
20%	Auto	0.254	0.571
20%	Auto	0.247	0.578
20%	Auto	0.248	0.575
20%	Auto	0.249	0.572
20%	Auto	0.252	0.573
20%	Auto	0.251	0.579
20%	Auto	0.253	0.574
20%	Auto	0.247	0.572
20%	Auto	0.259	0.574
20%	Auto	0.249	0.574
20%	Auto	0.247	0.573
20%	Auto	0.251	0.571
20%	Auto	0.244	0.568
20%	Auto	0.24	0.563
20%	Auto	0.25	0.569
20%	Auto	0.236	0.567
20%	Auto	0.234	0.571
20%	Auto	0.242	0.566
20%	Auto	0.243	0.569
20%	Auto	0.253	0.568
20%	Auto	0.248	0.572
20%	Auto	0.251	0.6
20%	Auto	0.248	0.574
20%	Auto	0.249	0.573
20%	Auto	0.254	0.578
20%	Auto	0.243	0.578
20%	Auto	0.262	0.618
20%	Auto	0.253	0.574
20%	Auto	0.24	0.572
20%	Auto	0.237	0.571
20%	Auto	0.247	0.571
20%	Auto	0.25	0.575
20%	Auto	0.245	0.573
20%	Auto	0.254	0.576
20%	Auto	0.247	0.567
20%	Auto	0.246	0.695
20%	Auto	0.241	0.571
20%	Auto	0.252	0.573
20%	Auto	0.244	0.566
20%	Auto	0.256	0.574
20%	Auto	0.238	0.566
20%	Auto	0.239	0.568
20%	Auto	0.247	0.572
20%	Auto	0.242	0.575
20%	Auto	0.243	0.57
20%	Auto	0.256	0.573
20%	Auto	0.241	0.601
20%	Auto	0.237	0.572
20%	Auto	0.238	0.573
20%	Auto	0.25	0.579
20%	Auto	0.241	0.577
20%	Auto	0.234	0.572
20%	Auto	0.251	0.569
20%	Auto	0.235	0.564
20%	Auto	0.237	0.561
20%	Auto	0.248	0.653
20%	Auto	0.249	0.604
20%	Auto	0.251	0.571
20%	Auto	0.255	0.573
20%	Auto	0.229	0.565
20%	Auto	0.237	0.589
20%	Auto	0.234	0.576
20%	Auto	0.255	0.58
20%	Auto	0.236	0.635
20%	Auto	0.247	0.576
20%	Auto	0.249	0.58
20%	Auto	0.25	0.575
20%	Auto	0.245	0.613
20%	Auto	0.252	0.639
20%	Auto	0.254	0.576
20%	Auto	0.251	0.572
20%	Auto	0.254	0.634
20%	Auto	0.251	0.614
20%	Auto	0.254	0.573
20%	Auto	0.243	0.576
20%	Auto	0.239	0.568
20%	Auto	0.246	0.572
20%	Auto	0.246	0.568
20%	Auto	0.245	0.574
20%	Auto	0.248	0.575
20%	Auto	0.256	0.577
20%	Auto	0.243	0.575
20%	Auto	0.243	0.566
20%	Auto	0.238	0.575
20%	Auto	0.243	0.571
20%	Auto	0.237	0.569
20%	Auto	0.254	0.573
20%	Auto	0.247	0.573
20%	Auto	0.241	0.568
20%	Auto	0.239	0.564
20%	Auto	0.242	0.575
20%	Auto	0.237	0.568
20%	Auto	0.244	0.574
20%	Auto	0.245	0.573
20%	Auto	0.235	0.569
20%	Auto	0.241	0.576
20%	Auto	0.249	0.579
20%	Auto	0.581	1.298
20%	Auto	0.711	1.361
20%	Auto	0.711	2.031
20%	Auto	0.713	1.823
20%	Auto	0.699	2.104
20%	Auto	0.702	1.939
20%	Auto	0.693	1.657
20%	Auto	0.724	1.3
20%	Auto	0.683	1.591
20%	Auto	0.698	1.653
20%	Auto	0.714	1.954
20%	Auto	0.695	1.676
20%	Auto	0.695	1.433
20%	Auto	0.694	1.857
20%	Auto	0.707	1.721
20%	Auto	0.69	1.455
20%	Auto	0.675	1.756
20%	Auto	0.692	1.62
20%	Auto	0.694	1.591
20%	Auto	0.707	1.83
20%	Auto	0.712	1.954
20%	Auto	0.695	1.93
20%	Auto	0.688	1.752
20%	Auto	0.697	1.937
20%	Auto	0.696	2.004
20%	Auto	0.723	1.813
20%	Auto	0.693	1.761
20%	Auto	0.704	1.823
20%	Auto	0.711	2.012
20%	Auto	0.728	2.453
20%	Auto	0.714	1.851
20%	Auto	0.721	1.746
20%	Auto	0.719	1.85
20%	Auto	0.693	1.933
20%	Auto	0.702	1.804
20%	Auto	0.69	1.733
20%	Auto	0.707	1.792
20%	Auto	0.693	2.156
20%	Auto	0.697	1.936
20%	Auto	0.686	1.848
20%	Auto	0.686	1.767
20%	Auto	0.698	1.749
20%	Auto	0.706	1.821
20%	Auto	0.703	1.828
20%	Auto	0.684	1.818
20%	Auto	0.714	1.679
20%	Auto	0.728	2.209
20%	Auto	0.703	1.71
20%	Auto	0.687	1.741
20%	Auto	0.696	1.701
20%	Auto	0.617	1.526
20%	Auto	0.646	1.875
20%	Auto	0.694	2.004
20%	Auto	0.517	1.299
20%	Auto	0.608	1.804
20%	Auto	0.654	1.931
20%	Auto	0.489	1.628
20%	Auto	0.345	1.285
20%	Auto	0.259	1
20%	Auto	0.245	0.603
20%	Auto	0.242	0.576
20%	Auto	0.249	0.576
20%	Auto	0.241	0.574
20%	Auto	0.249	0.579
20%	Auto	0.257	0.748
20%	Auto	0.242	0.577
20%	Auto	0.237	0.576
20%	Auto	0.242	0.577
20%	Auto	0.243	0.574
20%	Auto	0.241	0.58
20%	Auto	0.244	0.57
20%	Auto	0.245	0.578
20%	Auto	0.245	0.57
20%	Auto	0.242	0.575
20%	Auto	0.257	0.58
20%	Auto	0.247	0.576
20%	Auto	0.244	0.575
20%	Auto	0.255	0.576
20%	Auto	0.241	0.577
20%	Auto	0.248	0.572
20%	Auto	0.245	0.571
20%	Auto	0.257	0.578
20%	Auto	0.25	0.574
20%	Auto	0.257	0.576
20%	Auto	0.238	0.563
20%	Auto	0.244	0.575
20%	Auto	0.247	0.571
20%	Auto	0.239	0.572
20%	Auto	0.26	0.58
20%	Auto	0.249	0.577
20%	Auto	0.249	0.573
20%	Auto	0.237	0.575
20%	Auto	0.25	0.571
20%	Auto	0.239	0.566
20%	Auto	0.245	0.572
20%	Auto	0.244	0.639
20%	Auto	0.243	0.576
20%	Auto	0.247	0.574
20%	Auto	0.25	0.596
20%	Auto	0.249	0.568
20%	Auto	0.253	0.576
20%	Auto	0.251	0.612
20%	Auto	0.239	0.568
20%	Auto	0.247	0.573
20%	Auto	0.249	0.57
20%	Auto	0.246	0.57
20%	Auto	0.259	0.696
20%	Auto	0.252	0.578
20%	Auto	0.245	0.577
20%	Auto	0.246	0.614
20%	Auto	0.255	0.675
20%	Auto	0.256	0.576
20%	SILK	0.428	0.428
20%	SILK	0.333	0.488
20%	SILK	0.335	0.495
20%	SILK	0.338	0.493
20%	SILK	0.334	0.496
20%	SILK	0.328	0.495
20%	SILK	0.331	0.495
20%	SILK	0.332	0.489
20%	SILK	0.33	0.49
20%	SILK	0.33	0.493
20%	SILK	0.337	0.496
20%	SILK	0.324	0.491
20%	SILK	0.324	0.489
20%	SILK	0.328	0.49
20%	SILK	0.322	0.488
20%	SILK	0.332	0.491
20%	SILK	0.327	0.492
20%	SILK	0.327	0.489
20%	SILK	0.324	0.492
20%	SILK	0.318	0.494
20%	SILK	0.326	0.545
20%	SILK	0.328	0.497
20%	SILK	0.325	0.495
20%	SILK	0.323	0.488
20%	SILK	0.317	0.474
20%	SILK	0.312	0.493
20%	SILK	0.321	0.495
20%	SILK	0.328	0.499
20%	SILK	0.316	0.495
20%	SILK	0.332	0.495
20%	SILK	0.314	0.487
20%	SILK	0.313	0.49
20%	SILK	0.32	0.495
20%	SILK	0.322	0.613
20%	SILK	0.32	0.505
20%	SILK	0.315	0.5
20%	SILK	0.322	0.766
20%	SILK	0.314	0.53
20%	SILK	0.323	0.555
20%	SILK	0.316	0.551
20%	SILK	0.319	0.532
20%	SILK	0.321	0.606
20%	SILK	0.318	0.5
20%	SILK	0.309	0.495
20%	SILK	0.316	0.526
20%	SILK	0.314	0.499
20%	SILK	0.312	0.503
20%	SILK	0.313	0.488
20%	SILK	0.314	0.494
20%	SILK	0.305	0.487
20%	SILK	0.301	0.489
20%	SILK	0.308	0.481
20%	SILK	0.304	0.487
20%	SILK	0.306	0.492
20%	SILK	0.332	0.524
20%	SILK	0.332	0.527
20%	SILK	0.331	0.499
20%	SILK	0.298	0.492
20%	SILK	0.3	0.49
20%	SILK	0.305	0.484
20%	SILK	0.305	0.488
20%	SILK	0.298	0.489
20%	SILK	0.305	0.491
20%	SILK	0.297	0.49
20%	SILK	0.294	0.482
20%	SILK	0.298	0.485
20%	SILK	0.293	0.479
20%	SILK	0.297	0.486
20%	SILK	0.323	0.973
20%	SILK	0.757	1.3
20%	SILK	0.799	1.225
20%	SILK	0.785	1.279
20%	SILK	0.803	1.264
20%	SILK	0.777	1.219
20%	SILK	0.786	1.198
20%	SILK	0.813	1.359
20%	SILK	0.791	1.232
20%	SILK	0.796	1.336
20%	SILK	0.784	1.197
20%	SILK	0.78	1.205
20%	SILK	0.801	1.252
20%	SILK	0.797	1.262
20%	SILK	0.785	1.218
20%	SILK	0.778	1.275
20%	SILK	0.783	1.292
20%	SILK	0.787	1.265
20%	SILK	0.766	1.269
20%	SILK	0.767	1.2
20%	SILK	0.752	1.247
20%	SILK	0.752	1.239
20%	SILK	0.765	1.272
20%	SILK	0.763	1.323
20%	SILK	0.759	1.318
20%	SILK	0.762	1.324
20%	SILK	0.751	1.355
20%	SILK	0.773	1.48
20%	SILK	0.771	1.333
20%	SILK	0.734	1.346
20%	SILK	0.758	1.285
20%	SILK	0.757	1.284
20%	SILK	0.733	1.229
20%	SILK	0.752	1.237
20%	SILK	0.734	1.193
20%	SILK	0.737	1.198
20%	SILK	0.721	1.204
20%	SILK	0.747	1.313
20%	SILK	0.746	1.238
20%	SILK	0.735	1.192
20%	SILK	0.721	1.196
20%	SILK	0.721	1.22
20%	SILK	0.708	1.199
20%	SILK	0.731	1.194
20%	SILK	0.738	1.197
20%	SILK	0.698	1.197
20%	SILK	0.697	1.244
20%	SILK	0.696	1.284
20%	SILK	0.705	1.284
20%	SILK	0.712	1.272
20%	SILK	0.726	1.205
20%	SILK	0.686	1.269
20%	SILK	0.731	1.281
20%	SILK	0.721	1.204
20%	SILK	0.72	1.303
20%	SILK	0.696	1.332
20%	SILK	0.695	1.305
20%	SILK	0.702	1.276
20%	SILK	0.708	1.253
20%	SILK	0.714	1.241
20%	SILK	0.677	1.195
20%	SILK	0.697	1.197
20%	SILK	0.689	1.304
20%	SILK	0.645	1.32
20%	SILK	0.683	1.302
20%	SILK	0.688	1.251
20%	SILK	0.704	1.284
20%	SILK	0.665	1.357
20%	SILK	0.679	1.303
20%	SILK	0.695	1.261
20%	SILK	0.467	1.184
20%	SILK	0.471	1.181
20%	SILK	0.382	1.16
20%	SILK	0.295	0.994
20%	SILK	0.281	0.765
20%	SILK	0.265	0.664
20%	SILK	0.264	0.509
20%	SILK	0.252	0.492
20%	SILK	0.255	0.496
20%	SILK	0.249	0.495
20%	SILK	0.26	0.493
20%	SILK	0.256	0.489
20%	SILK	0.259	0.487
20%	SILK	0.261	0.489
20%	SILK	0.251	0.494
20%	SILK	0.254	0.497
20%	SILK	0.254	0.489
20%	SILK	0.253	0.489
20%	SILK	0.254	0.494
20%	SILK	0.252	0.491
20%	SILK	0.246	0.532
20%	SILK	0.251	0.496
20%	SILK	0.253	0.489
20%	SILK	0.25	0.495
20%	SILK	0.254	0.485
20%	SILK	0.253	0.485
20%	SILK	0.252	0.49
20%	SILK	0.256	0.49
20%	SILK	0.26	0.489
20%	SILK	0.249	0.488
20%	SILK	0.253	0.486
20%	SILK	0.266	0.486
20%	SILK	0.247	0.483
20%	SILK	0.239	0.481
20%	SILK	0.25	0.494
20%	SILK	0.268	0.498
20%	SILK	0.262	0.489
20%	SILK	0.268	0.499
20%	SILK	0.265	0.495
20%	SILK	0.247	0.487
20%	SILK	0.252	0.487
20%	SILK	0.256	0.499
20%	SILK	0.254	0.492
20%	SILK	0.259	0.492
20%	SILK	0.243	0.487
20%	SILK	0.252	0.492
20%	SILK	0.264	0.494
20%	SILK	0.257	0.492
20%	SILK	0.244	0.489
20%	SILK	0.245	0.487
20%	SILK	0.267	0.495
20%	SILK	0.266	0.486
20%	SILK	0.256	0.492
20%	SILK	0.255	0.489
20%	SILK	0.27	0.494
20%	SILK	0.262	0.494
20%	SILK	0.262	0.489
20%	SILK	0.257	0.489
20%	SILK	0.263	0.495
20%	SILK	0.268	0.498
20%	SILK	0.262	0.547
20%	SILK	0.253	0.494
20%	SILK	0.269	0.493
20%	SILK	0.247	0.489
20%	SILK	0.261	0.495
20%	SILK	0.266	0.493
20%	SILK	0.26	0.492
20%	SILK	0.242	0.491
20%	SILK	0.265	0.54
20%	SILK	0.261	0.493
20%	SILK	0.249	0.487
20%	SILK	0.259	0.497
20%	SILK	0.255	0.493
20%	SILK	0.258	0.552
20%	SILK	0.256	0.495
20%	SILK	0.264	0.577
20%	SILK	0.258	0.567
20%	SILK	0.263	0.56
20%	SILK	0.257	0.498
20%	SILK	0.263	0.58
20%	SILK	0.257	0.53
20%	SILK	0.269	0.498
20%	SILK	0.258	0.491
20%	SILK	0.265	0.498
20%	SILK	0.257	0.482
20%	SILK	0.26	0.499
20%	SILK	0.258	0.495
20%	SILK	0.262	0.49
20%	SILK	0.258	0.493
20%	SILK	0.266	0.494
20%	SILK	0.261	0.491
20%	SILK	0.269	0.492
20%	SILK	0.252	0.493
20%	SILK	0.259	0.49
20%	SILK	0.253	0.488
20%	SILK	0.256	0.488
20%	SILK	0.254	0.478
20%	SILK	0.244	0.479
20%	SILK	0.244	0.482
20%	SILK	0.252	0.487
20%	SILK	0.244	0.486
20%	SILK	0.254	0.491
20%	SILK	0.261	0.486
20%	SILK	0.257	0.487
20%	SILK	0.245	0.489
20%	SILK	0.252	0.488
20%	SILK	0.256	0.485
20%	SILK	0.254	0.488
20%	SILK	0.254	0.485
20%	SILK	0.256	0.483
20%	SILK	0.252	0.477
20%	SILK	0.249	0.473
20%	SILK	0.252	0.489
20%	SILK	0.254	0.479
20%	SILK	0.249	0.484
20%	SILK	0.249	0.486
20%	SILK	0.245	0.482
20%	SILK	0.255	0.489
20%	SILK	0.264	0.488
20%	SILK	0.259	0.491
20%	SILK	0.264	0.494
20%	SILK	0.262	0.495
20%	SILK	0.253	0.492
20%	SILK	0.257	0.495
20%	SILK	0.257	0.494
20%	SILK	0.26	0.497
20%	SILK	0.285	0.952
20%	SILK	0.612	1.195
20%	SILK	0.652	1.186
20%	SILK	0.667	1.187
20%	SILK	0.64	1.185
20%	SILK	0.625	1.193
20%	SILK	0.637	1.303
20%	SILK	0.649	1.339
20%	SILK	0.653	1.327
20%	SILK	0.648	1.247
20%	SILK	0.649	1.282
20%	SILK	0.649	1.197
20%	SILK	0.645	1.194
20%	SILK	0.65	1.188
20%	SILK	0.652	1.193
20%	SILK	0.646	1.19
20%	SILK	0.633	1.189
20%	SILK	0.658	1.188
20%	SILK	0.67	1.187
20%	SILK	0.658	1.184
20%	SILK	0.683	1.187
20%	SILK	0.678	1.187
20%	SILK	0.672	1.159
20%	SILK	0.663	1.188
20%	SILK	0.665	1.186
20%	SILK	0.639	1.185
20%	SILK	0.674	1.186
20%	SILK	0.648	1.186
20%	SILK	0.646	1.191
20%	SILK	0.679	1.187
20%	SILK	0.652	1.189
20%	SILK	0.649	1.188
20%	SILK	0.654	1.194
20%	SILK	0.654	1.183
20%	SILK	0.632	1.186
20%	SILK	1.144	5.278
20%	SILK	2.718	6.838
20%	SILK	1.397	6.753
20%	SILK	1.356	6.816
20%	SILK	1.361	6.717
20%	SILK	1.378	6.733
20%	SILK	1.265	6.166
20%	SILK	1.066	5.865
20%	SILK	1.379	6.844
20%	SILK	1.44	6.806
20%	SILK	1.431	6.828
20%	SILK	1.249	5.17
20%	SILK	1.404	6.617
20%	SILK	1.411	6.656
20%	SILK	1.418	6.867
20%	SILK	1.457	6.9
20%	SILK	1.605	6.999
20%	SILK	1.454	6.914
20%	SILK	1.404	7.164
20%	SILK	1.475	6.606
20%	SILK	1.473	6.924
20%	SILK	1.458	6.847
20%	SILK	1.427	6.893
20%	SILK	1.406	6.708
20%	SILK	1.489	6.974
20%	SILK	1.36	6.933
20%	SILK	1.446	6.835
20%	SILK	1.348	6.819
20%	SILK	1.545	6.869
20%	SILK	1.504	6.978
20%	SILK	1.453	6.848
20%	SILK	1.578	7.697
20%	SILK	1.429	6.775
20%	SILK	0.323	1.954
20%	SILK	0.245	0.493
20%	SILK	0.246	0.494
20%	SILK	0.239	0.497
20%	SILK	0.242	0.49
20%	SILK	0.244	0.499
20%	SILK	0.248	0.488
20%	SILK	0.236	0.483
20%	SILK	0.244	0.476
20%	SILK	0.244	0.476
20%	SILK	0.234	0.488
20%	SILK	0.232	0.482
20%	SILK	0.233	0.478
20%	SILK	0.236	0.488
20%	SILK	0.236	0.486
20%	SILK	0.236	0.475
20%	SILK	0.232	0.483
20%	SILK	0.243	0.479
20%	SILK	0.241	0.486
20%	SILK	0.249	0.493
20%	SILK	0.237	0.485
20%	SILK	0.234	0.494
20%	SILK	0.226	0.487
20%	SILK	0.236	0.485
20%	SILK	0.239	0.485
20%	SILK	0.239	0.494
20%	SILK	0.233	0.489
20%	SILK	0.237	0.49
20%	SILK	0.244	0.49
20%	SILK	0.242	0.491
20%	SILK	0.253	0.492
20%	SILK	0.249	0.481
20%	SILK	0.233	0.481
20%	SILK	0.244	0.5
20%	SILK	0.237	0.482
20%	SILK	0.237	0.481
20%	SILK	0.243	0.487
20%	SILK	0.232	0.479
20%	SILK	0.242	0.487
20%	SILK	0.245	0.484
20%	SILK	0.24	0.488
20%	SILK	0.245	0.492
20%	SILK	0.244	0.484
20%	SILK	0.246	0.488
20%	SILK	0.246	0.493
20%	SILK	0.246	0.495
20%	SILK	0.249	0.495
20%	SILK	0.248	0.492
20%	SILK	0.248	0.48
20%	SILK	0.246	0.485
20%	SILK	0.241	0.491
20%	SILK	0.244	0.489
20%	SILK	0.245	0.495
20%	SILK	0.238	0.492
20%	SILK	0.237	0.492
20%	SILK	0.235	0.489
20%	SILK	0.258	0.592
20%	SILK	0.242	0.496
20%	SILK	0.246	0.493
20%	SILK	0.256	0.639
20%	SILK	0.242	0.548
20%	SILK	0.247	0.578
20%	SILK	0.246	0.495
20%	SILK	0.246	0.5
20%	SILK	0.235	0.495
20%	SILK	0.233	0.486
20%	SILK	0.236	0.476
20%	SILK	0.244	0.502
20%	SILK	0.236	0.486
20%	SILK	0.239	0.493
20%	SILK	0.242	0.483
20%	SILK	0.237	0.48
20%	SILK	0.239	0.483
20%	SILK	0.245	0.484
20%	SILK	0.244	0.494
20%	SILK	0.247	0.485
20%	SILK	0.242	0.489
20%	SILK	0.253	0.489
20%	SILK	0.24	0.485
20%	SILK	0.243	0.491
20%	SILK	0.244	0.487
20%	SILK	0.236	0.482
20%	SILK	0.232	0.483
20%	SILK	0.235	0.474
20%	SILK	0.238	0.484
20%	SILK	0.247	0.487
20%	SILK	0.243	0.487
20%	SILK	0.25	0.484
20%	SILK	0.235	0.489
20%	SILK	0.243	0.491
20%	SILK	0.241	0.492
20%	SILK	0.238	0.48
20%	SILK	0.24	0.492
20%	SILK	0.24	0.477
20%	SILK	0.241	0.485
20%	SILK	0.237	0.486
20%	SILK	0.241	0.477
20%	SILK	0.244	0.486
20%	SILK	0.246	0.484
20%	SILK	0.247	0.484
20%	SILK	0.24	0.486
20%	SILK	0.248	0.493
20%	SILK	0.249	0.491
20%	SILK	0.25	0.489
20%	SILK	0.248	0.49
20%	SILK	0.24	0.488
20%	SILK	0.247	0.494
20%	SILK	0.295	1.13
20%	SILK	0.683	1.337
20%	SILK	0.693	1.329
20%	SILK	0.716	1.38
20%	SILK	0.702	1.338
20%	SILK	0.711	1.345
20%	SILK	0.707	1.352
20%	SILK	0.687	1.363
20%	SILK	0.698	1.399
20%	SILK	0.704	1.6
20%	SILK	0.69	1.42
20%	SILK	0.698	1.374
20%	SILK	0.685	1.423
20%	SILK	0.688	1.386
20%	SILK	0.661	1.354
20%	SILK	0.673	1.36
20%	SILK	0.696	1.354
20%	SILK	0.669	1.346
20%	SILK	0.687	1.386
20%	SILK	0.7	1.36
20%	SILK	0.673	1.372
20%	SILK	0.657	1.358
20%	SILK	0.666	1.32
20%	SILK	0.679	1.377
20%	SILK	0.675	1.33
20%	SILK	0.664	1.327
20%	SILK	0.669	1.34
20%	SILK	0.693	1.315
20%	SILK	0.648	1.335
20%	SILK	0.677	1.362
20%	SILK	0.652	1.333
20%	SILK	0.667	1.39
20%	SILK	0.644	1.346
20%	SILK	0.639	1.364
20%	SILK	0.651	1.38
20%	SILK	0.655	1.346
20%	SILK	0.647	1.337
20%	SILK	0.671	1.329
20%	SILK	0.642	1.363
20%	SILK	0.651	1.395
20%	SILK	0.64	1.324
20%	SILK	0.656	1.354
20%	SILK	0.646	1.325
20%	SILK	0.666	1.37
20%	SILK	0.649	1.338
20%	SILK	0.675	1.337
20%	SILK	0.643	1.344
20%	SILK	0.677	1.373
20%	SILK	0.663	1.368
20%	SILK	0.639	1.374
20%	SILK	0.65	1.358
20%	SILK	0.479	1.37
20%	SILK	0.657	1.365
20%	SILK	0.467	1.35
20%	SILK	0.539	1.287
20%	SILK	0.428	1.197
20%	SILK	0.235	0.499
20%	SILK	0.377	1.181
20%	SILK	0.3	1.137
20%	SILK	0.237	0.492
20%	SILK	0.238	0.49
20%	SILK	0.273	0.554
20%	SILK	0.271	0.56
20%	SILK	0.254	0.536
20%	SILK	0.236	0.485
20%	SILK	0.236	0.493
20%	SILK	0.228	0.49
20%	SILK	0.24	0.493
20%	SILK	0.242	0.489
20%	SILK	0.242	0.496
20%	SILK	0.248	0.498
20%	SILK	0.239	0.517
20%	SILK	0.251	0.497
20%	SILK	0.244	0.497
20%	SILK	0.247	0.54
20%	SILK	0.249	0.5
20%	SILK	0.247	0.493
20%	SILK	0.243	0.49
20%	SILK	0.242	0.496
20%	SILK	0.253	0.494
20%	SILK	0.24	0.492
20%	SILK	0.242	0.49
20%	SILK	0.249	0.492
20%	SILK	0.247	0.491
20%	SILK	0.244	0.484
20%	SILK	0.239	0.488
20%	SILK	0.238	0.487
20%	SILK	0.245	0.493
20%	SILK	0.239	0.482
20%	SILK	0.254	0.497
20%	SILK	0.254	0.548
20%	SILK	0.251	0.499
20%	SILK	0.244	0.496
20%	SILK	0.243	0.493
20%	SILK	0.251	0.5
