time	IO	Ur	Fw	Cr	Cw	IOPS	read	write	mean	25th	50th	75th	99th	QPS
1965	852	852	0	0	0	853	853	0	294.48	165	349	385	541	934
1966	863	863	0	0	0	861	861	0	295.91	161	349	380	505	964
1967	876	876	0	0	0	875	875	0	292.97	164	347	380	510	986
1968	881	881	0	0	0	866	866	0	287.06	159	344	379	559	979
1969	883	883	0	0	0	896	896	0	290.62	158	343	380	532	988
1970	937	937	0	0	0	929	929	0	304.03	170	354	390	551	1018
1971	939	939	0	0	0	940	940	0	288.76	159	345	378	519	1064
1972	971	971	0	0	0	972	972	0	303.72	170	352	389	521	1079
1973	992	992	0	0	0	987	987	0	290.13	162	345	380	496	1075
1974	996	996	0	0	0	979	979	0	294.96	166	346	383	516	1106
1975	1003	1003	0	0	0	996	996	0	298.04	166	351	385	545	1092
1976	1011	1011	0	0	0	1032	1032	0	286.39	160	341	376	638	1107
1977	1069	1069	0	0	0	1069	1069	0	287.4	161	343	380	501	1154
1978	1087	1087	0	0	0	1077	1077	0	284.87	161	340	377	491	1160
1979	1079	1079	0	0	0	1084	1084	0	290.11	158	345	376	512	1172
1980	1105	1105	0	0	0	1100	1100	0	289.11	160	345	380	514	1184
1981	1096	1096	0	0	0	1096	1096	0	281.01	158	342	372	499	1185
1982	1110	1110	0	0	0	1119	1119	0	290.18	160	346	379	532	1224
1983	1142	1142	0	0	0	1156	1156	0	285.69	158	342	376	508	1229
1984	1167	1167	0	0	0	1165	1165	0	289.43	161	341	380	569	1269
1985	1124	1124	0	0	0	1018	1018	0	8270.32	7163	10007	10319	12239	1286
1986	999	999	0	0	0	988	988	0	10085.78	9823	10015	10207	12351	1275
1987	999	999	0	0	0	993	993	0	10038.39	9791	10007	10207	14271	1300
1988	998	998	0	0	0	999	999	0	9938.02	9719	9999	10191	14327	1293
1989	1001	1001	0	0	0	990	990	0	10061.62	9783	10007	10207	17119	1342
1990	999	999	0	0	0	995	995	0	9999.78	9823	10015	10215	12367	1339
1991	999	999	0	0	0	996	996	0	10016.02	9791	10007	10199	14287	1342
1992	999	999	0	0	0	996	996	0	10007.44	9791	10007	10199	14287	1367
1993	999	999	0	0	0	989	989	0	10055.3	9831	10023	10239	19791	1361
1994	999	999	0	0	0	996	996	0	10015.3	9791	10007	10207	14335	1369
1995	999	999	0	0	0	986	986	0	10121.08	9791	10007	10207	14335	1399
1996	999	999	0	0	0	990	990	0	10068.56	9775	10007	10207	14407	1418
1997	999	999	0	0	0	995	995	0	10038.72	9807	10015	10207	14247	1423
1998	1000	1000	0	0	0	988	988	0	10067.75	9815	10015	10239	19023	1426
1999	999	999	0	0	0	990	990	0	10073.31	9783	10007	10207	14343	1413
2000	999	999	0	0	0	996	996	0	10024.84	9791	10007	10199	14327	1450
2001	999	999	0	0	0	997	997	0	10006.57	9783	10007	10207	14271	1456
2002	999	999	0	0	0	993	993	0	10038.44	9807	10007	10207	14351	1439
2003	999	999	0	0	0	990	990	0	10080.52	9799	10007	10207	14335	1464
2004	999	999	0	0	0	990	990	0	10039.9	9815	10023	10711	14231	1455
2005	999	999	0	0	0	997	997	0	9989.69	9807	10015	10215	16255	1462
2006	999	999	0	0	0	997	997	0	10021.61	9791	10007	10199	14335	1493
2007	999	999	0	0	0	993	993	0	10032.14	9839	10023	10783	13815	1469
2008	999	999	0	0	0	982	982	0	10148.37	9903	10087	10823	20991	1470
2009	999	999	0	0	0	984	984	0	10137.23	9831	10023	10255	20287	1480
2010	1000	1000	0	0	0	999	999	0	9984.29	9823	10015	10207	12375	1494
2011	999	999	0	0	0	990	990	0	10060.77	9823	10015	10215	13215	1501
2012	999	999	0	0	0	991	991	0	10067.77	9807	10007	10215	17007	1496
2013	999	999	0	0	0	993	993	0	10062.76	9799	10007	10207	14343	1472
2014	999	999	0	0	0	1000	1000	0	9962.44	9799	10007	10207	14255	1467
2015	999	999	0	0	0	994	994	0	10040.18	9791	10007	10199	14303	1509
2016	999	999	0	0	0	996	996	0	10028.8	9831	10023	10279	12215	1470
2017	999	999	0	0	0	1000	1000	0	9967.07	9831	10015	10215	12255	1482
2018	999	999	0	0	0	988	988	0	10117.66	9823	10015	10215	12327	1507
2019	999	999	0	0	0	990	990	0	10049.57	9831	10023	10311	12239	1468
2020	1000	1000	0	0	0	996	996	0	10035.83	9831	10023	10255	12247	1492
2021	999	999	0	0	0	999	999	0	9971.72	9831	10015	10215	12343	1475
2022	999	999	0	0	0	997	997	0	9985.55	9831	10039	10823	13751	1462
2023	999	999	0	0	0	986	986	0	10109.75	9815	10015	10223	20223	1457
2024	999	999	0	0	0	996	996	0	10019.57	9831	10015	10215	12255	1439
2025	999	999	0	0	0	991	991	0	10073.4	9831	10015	10215	12335	1456
2026	999	999	0	0	0	990	990	0	10077.95	9823	10015	10215	13999	1441
2027	999	999	0	0	0	993	993	0	10045.72	9831	10023	10311	13935	1441
2028	999	999	0	0	0	997	997	0	9991.81	9791	10007	10207	14263	1440
2029	999	999	0	0	0	992	992	0	10062.66	9799	10007	10207	14335	1413
2030	1000	1000	0	0	0	988	988	0	10095.21	9815	10015	10207	16143	1401
2031	998	998	0	0	0	989	989	0	10094.37	9823	10015	10215	14255	1398
2032	999	999	0	0	0	982	982	0	10175.7	9799	10007	10207	17055	1363
2033	1000	1000	0	0	0	986	986	0	10118.44	9023	9927	10159	16263	1384
2034	999	999	0	0	0	995	995	0	10028.26	9767	9999	10191	16015	1373
2035	999	999	0	0	0	989	989	0	10080.8	9807	10015	10215	14335	1340
2036	999	999	0	0	0	990	990	0	10059	9879	10031	10823	15199	1346
2037	999	999	0	0	0	996	996	0	10016.79	9943	10047	10823	11311	1326
2038	999	999	0	0	0	993	993	0	10025.38	9823	10015	10247	12319	1309
2039	999	999	0	0	0	992	992	0	10040.26	9815	10023	10303	12391	1306
2040	999	999	0	0	0	988	988	0	10096.19	9823	10015	10215	15919	1267
2041	999	999	0	0	0	990	990	0	10060.72	9815	10015	10215	12327	1264
2042	1000	1000	0	0	0	981	981	0	10184.14	9799	10015	10215	20223	1256
2043	999	999	0	0	0	998	998	0	9977.82	9783	10007	10207	14263	1200
2044	999	999	0	0	0	993	993	0	10038.58	9783	10007	10207	14335	1235
2045	999	999	0	0	0	983	983	0	10169.72	9791	10007	10207	17247	1198
2046	999	999	0	0	0	990	990	0	10058.29	9767	10007	10199	17935	1195
2047	999	999	0	0	0	989	989	0	10080.9	9831	10023	10703	14255	1194
2048	999	999	0	0	0	983	983	0	10135.38	9815	10023	10311	19999	1145
2049	999	999	0	0	0	999	999	0	9934.53	9191	9975	10191	16151	1133
2050	998	998	0	0	0	996	996	0	9981.12	9807	10007	10215	14239	1140
2051	1000	1000	0	0	0	993	993	0	10026.87	9791	10007	10215	14319	1126
2052	1000	1000	0	0	0	999	999	0	9962.36	9839	10031	10799	12031	1084
2053	999	999	0	0	0	993	993	0	9959.9	9815	10031	10695	12247	1086
2054	999	999	0	0	0	989	989	0	10051.21	9815	10015	10223	13031	1082
2055	999	999	0	0	0	983	983	0	10110.76	9807	10015	10231	20047	1046
2056	999	999	0	0	0	992	992	0	10010.67	9807	10015	10231	12319	1026
2057	999	999	0	0	0	992	992	0	9959.21	9807	10023	10783	13895	1002
2058	999	999	0	0	0	990	990	0	9952.93	9807	10023	10815	13983	983
2059	999	999	0	0	0	991	991	0	9954.29	9791	10007	10231	14023	987
2060	999	999	0	0	0	992	992	0	9950.03	9791	10015	10319	18143	946
2061	999	999	0	0	0	998	998	0	9663.2	9007	9975	10215	13215	967
2062	999	999	0	0	0	991	991	0	9501.69	8799	9823	10231	18127	885
2063	997	997	0	0	0	991	991	0	9318.9	8215	9455	10095	14895	894
2064	994	994	0	0	0	993	993	0	4853.21	2575	4571	7007	11887	887
2065	993	993	0	0	0	985	985	0	320.31	165	351	388	1145	858
2066	985	985	0	0	0	952	952	0	401.27	166	351	390	2371	808
2067	960	960	0	0	0	964	964	0	289.49	162	347	381	501	827
2068	952	952	0	0	0	896	896	0	298.72	163	351	384	510	787
2069	896	896	0	0	0	894	894	0	282.94	159	341	372	496	792
2070	895	895	0	0	0	886	886	0	293.84	162	347	380	491	794
2071	884	884	0	0	0	862	862	0	286.61	162	345	377	494	761
2072	845	845	0	0	0	815	816	0	288.12	163	345	382	497	746
2073	815	815	0	0	0	825	824	0	287.39	162	344	377	502	733
2074	821	821	0	0	0	790	790	0	289.83	161	343	378	518	718
2075	791	791	0	0	0	794	794	0	286.2	163	342	379	501	686
2076	801	801	0	0	0	792	792	0	280.61	159	341	376	523	700
2077	790	790	0	0	0	766	766	0	286.17	163	340	380	516	679
2078	763	763	0	0	0	748	748	0	288.24	163	346	382	513	657
2079	751	751	0	0	0	735	735	0	293.26	166	348	384	501	658
2080	736	736	0	0	0	719	719	0	289.79	165	343	383	508	648
2081	710	710	0	0	0	693	693	0	289.23	167	345	382	523	636
2082	695	695	0	0	0	695	695	0	279.88	161	339	375	499	613
2083	703	703	0	0	0	683	683	0	293.15	162	347	378	527	612
2084	685	685	0	0	0	659	659	0	287.73	161	344	380	495	582
2085	654	654	0	0	0	657	657	0	292.58	163	349	381	501	572
2086	657	657	0	0	0	650	650	0	289.57	163	345	379	504	608
2087	647	647	0	0	0	636	636	0	292.54	160	345	381	548	573
2088	626	626	0	0	0	616	616	0	285.78	159	344	377	539	559
2089	621	621	0	0	0	609	609	0	295.85	164	348	380	526	531
2090	607	607	0	0	0	588	588	0	300.27	166	353	390	515	549
2091	585	585	0	0	0	576	576	0	292.77	165	348	387	502	561
2092	583	583	0	0	0	601	601	0	289.69	165	350	385	507	531
2093	599	599	0	0	0	581	581	0	289.21	166	347	386	502	528
2094	572	572	0	0	0	558	558	0	293.43	168	348	388	541	535
2095	546	546	0	0	0	533	533	0	289.89	165	346	385	559	497
2096	543	543	0	0	0	549	549	0	295.83	165	351	385	527	494
2097	550	550	0	0	0	558	558	0	294.24	163	347	381	506	494
2098	555	555	0	0	0	536	536	0	292.53	163	346	379	510	511
2099	532	532	0	0	0	527	527	0	291.6	162	350	381	490	502
2100	536	536	0	0	0	535	535	0	292.21	164	348	382	496	494
2101	523	523	0	0	0	502	502	0	291.09	165	348	381	508	478
2102	497	497	0	0	0	497	497	0	297.54	165	351	386	517	502
2103	496	496	0	0	0	492	492	0	287.92	162	345	379	530	491
2104	499	499	0	0	0	505	505	0	290.7	164	347	379	503	492
2105	518	518	0	0	0	506	506	0	294.26	167	348	381	508	486
2106	506	506	0	0	0	498	498	0	299.22	165	352	386	503	497
2107	483	483	0	0	0	477	477	0	286.62	168	344	382	500	513
2108	490	490	0	0	0	498	498	0	302.3	171	354	388	503	495
2109	499	499	0	0	0	494	494	0	286.05	166	346	380	509	521
2110	495	495	0	0	0	492	492	0	297.19	169	352	387	502	525
2111	490	490	0	0	0	488	488	0	294.15	165	350	381	538	513
2112	503	503	0	0	0	493	493	0	289.35	164	346	382	518	537
2113	507	507	0	0	0	512	512	0	291.19	165	346	384	508	516
2114	516	516	0	0	0	498	498	0	297.75	171	352	390	510	534
2115	510	510	0	0	0	516	516	0	296.31	166	350	383	518	539
2116	522	522	0	0	0	526	526	0	287.7	162	347	379	497	554
2117	520	520	0	0	0	512	512	0	296.08	163	350	388	515	564
2118	526	526	0	0	0	536	536	0	286.5	161	348	379	498	572
2119	529	529	0	0	0	517	517	0	292.22	164	349	381	499	557
2120	526	526	0	0	0	536	536	0	291.91	163	350	381	667	585
2121	535	535	0	0	0	533	533	0	288.71	163	343	379	706	601
2122	550	550	0	0	0	555	555	0	294.31	166	350	385	501	613
2123	556	556	0	0	0	563	563	0	297.9	166	348	390	628	618
2124	576	576	0	0	0	569	569	0	300.6	167	354	389	653	615
2125	570	570	0	0	0	558	558	0	297.74	168	352	387	509	658
2126	577	577	0	0	0	583	583	0	299.83	167	351	389	523	670
2127	599	599	0	0	0	599	599	0	299.81	166	351	387	628	712
2128	606	606	0	0	0	611	611	0	285.56	161	346	379	503	677
2129	621	621	0	0	0	618	618	0	288.8	160	346	380	523	684
2130	626	626	0	0	0	616	616	0	283.48	162	335	381	505	738
2131	635	635	0	0	0	653	653	0	290.27	165	346	380	509	715
2132	669	669	0	0	0	666	666	0	285.09	163	345	377	501	765
2133	685	685	0	0	0	706	706	0	278.61	158	339	374	499	762
2134	704	704	0	0	0	680	680	0	287.14	161	344	376	505	783
2135	686	686	0	0	0	685	685	0	279.04	161	332	382	500	790
2136	710	710	0	0	0	731	731	0	287.21	162	343	379	507	794
2137	732	732	0	0	0	716	716	0	287.14	163	344	381	506	820
2138	737	737	0	0	0	759	759	0	287.96	163	346	380	495	805
2139	775	775	0	0	0	761	761	0	286.91	164	344	380	494	851
2140	768	768	0	0	0	781	781	0	295.46	165	349	384	508	869
2141	801	801	0	0	0	790	790	0	290.46	163	346	380	498	891
2142	787	787	0	0	0	791	791	0	289.25	160	346	380	512	900
2143	813	813	0	0	0	817	817	0	301.72	163	352	382	578	931
2144	821	821	0	0	0	807	807	0	287.26	162	345	376	499	944
2145	825	825	0	0	0	846	846	0	280.75	158	341	374	521	965
2146	865	865	0	0	0	865	865	0	287.97	158	342	375	520	966
2147	894	894	0	0	0	890	890	0	285.22	157	341	375	546	968
2148	899	899	0	0	0	896	896	0	280.67	158	340	373	499	1009
2149	917	917	0	0	0	926	926	0	288.19	158	343	378	501	1008
2150	941	941	0	0	0	943	943	0	297.84	160	346	378	538	1055
2151	965	965	0	0	0	962	962	0	287.9	161	342	378	498	1077
2152	976	976	0	0	0	964	964	0	292.93	163	346	380	537	1096
2153	969	969	0	0	0	970	970	0	288.83	164	342	377	522	1106
2154	990	990	0	0	0	999	999	0	287.46	161	344	382	515	1124
2155	1017	1017	0	0	0	1012	1012	0	294.43	163	346	383	536	1126
2156	1033	1033	0	0	0	1048	1048	0	288.6	162	345	381	497	1163
2157	1064	1064	0	0	0	1075	1075	0	291.06	160	347	378	498	1163
2158	1086	1086	0	0	0	1092	1092	0	294.98	160	345	378	515	1161
2159	1104	1104	0	0	0	1103	1103	0	285	158	342	373	504	1213
2160	1120	1120	0	0	0	1123	1123	0	286.61	159	345	377	517	1214
2161	1128	1128	0	0	0	1126	1126	0	287.99	158	342	373	559	1241
2162	1145	1145	0	0	0	1157	1157	0	280.36	158	341	373	495	1226
2163	1158	1158	0	0	0	1163	1163	0	278.07	156	337	371	504	1285
2164	1137	1137	0	0	0	1039	1039	0	6395.48	362	9775	10071	12511	1307
2165	1000	1000	0	0	0	992	992	0	10027.64	9823	10015	10223	12327	1316
2166	999	999	0	0	0	992	992	0	10046.35	9831	10015	10231	13015	1302
2167	999	999	0	0	0	988	988	0	10036.78	9815	10015	10215	19743	1328
2168	999	999	0	0	0	983	983	0	10143.06	9823	10015	10215	19807	1329
2169	999	999	0	0	0	989	989	0	10067.48	9775	10007	10207	19727	1331
2170	999	999	0	0	0	991	991	0	10055.39	9815	10015	10215	14247	1343
2171	999	999	0	0	0	990	990	0	10053.8	9807	10015	10215	19791	1357
2172	999	999	0	0	0	991	991	0	10047.15	9815	10015	10215	16111	1382
2173	999	999	0	0	0	991	991	0	10047.41	9791	10007	10207	16143	1361
2174	1000	1000	0	0	0	993	993	0	10032.72	9799	10007	10215	14367	1390
2175	999	999	0	0	0	985	985	0	10111.41	9775	10007	10215	14367	1401
2176	999	999	0	0	0	996	996	0	10023.32	9783	10007	10199	14311	1415
2177	999	999	0	0	0	985	985	0	10147.72	9815	10015	10207	20031	1419
2178	999	999	0	0	0	1002	1002	0	9943.12	9815	10015	10207	14031	1426
2179	999	999	0	0	0	998	998	0	9994.82	8991	9775	10079	16231	1438
2180	999	999	0	0	0	983	983	0	10154.45	9815	10015	10207	19999	1438
2181	999	999	0	0	0	990	990	0	10077.91	9831	10015	10215	12983	1467
2182	998	998	0	0	0	988	988	0	10075.69	9895	10039	10815	20255	1457
2183	1000	1000	0	0	0	996	996	0	10002.6	9855	10039	10775	12223	1475
2184	999	999	0	0	0	985	985	0	10138.98	9799	10007	10215	14287	1465
2185	999	999	0	0	0	991	991	0	10047.87	9775	10007	10215	17023	1461
2186	999	999	0	0	0	992	992	0	10076.89	9799	10007	10215	14319	1494
2187	1000	1000	0	0	0	996	996	0	10028.65	9791	10007	10215	14287	1498
2188	999	999	0	0	0	985	985	0	10118.7	9807	10015	10215	19823	1480
2189	999	999	0	0	0	989	989	0	10089.83	9791	10007	10191	14327	1495
2190	999	999	0	0	0	998	998	0	9983.14	9775	10007	10183	14247	1504
2191	999	999	0	0	0	996	996	0	10019.54	9791	10007	10199	14335	1516
2192	999	999	0	0	0	989	989	0	10081.67	9783	10007	10207	17199	1492
2193	999	999	0	0	0	987	987	0	10109.41	9823	10015	10215	13775	1468
2194	999	999	0	0	0	989	989	0	10106.01	9823	10015	10215	12343	1471
2195	999	999	0	0	0	991	991	0	10062.24	9815	10015	10215	14247	1489
2196	999	999	0	0	0	989	989	0	10098.05	9823	10015	10215	14327	1505
2197	1000	1000	0	0	0	986	986	0	10118.91	9823	10015	10215	15703	1484
2198	999	999	0	0	0	985	985	0	10141.33	9823	10015	10215	19983	1502
2199	999	999	0	0	0	994	994	0	10047	9807	10007	10215	14263	1465
2200	999	999	0	0	0	993	993	0	10049.34	9815	10015	10223	14255	1471
2201	999	999	0	0	0	993	993	0	9998.61	9831	10047	10815	12255	1448
2202	999	999	0	0	0	995	995	0	10040.12	9799	10007	10207	17119	1467
2203	999	999	0	0	0	989	989	0	10090.65	9799	10007	10207	16847	1459
2204	999	999	0	0	0	984	984	0	10147.54	9807	10007	10207	16783	1446
2205	999	999	0	0	0	998	998	0	10004.89	9791	10007	10215	14327	1453
2206	1000	1000	0	0	0	990	990	0	10082.93	9823	10015	10215	12319	1444
2207	999	999	0	0	0	993	993	0	10049.99	9799	10007	10207	14327	1425
2208	999	999	0	0	0	989	989	0	10079.98	9783	10007	10207	20031	1423
2209	999	999	0	0	0	989	989	0	10069.82	9023	9823	10095	16255	1403
2210	999	999	0	0	0	986	986	0	10127.8	9791	10007	10207	17791	1383
2211	999	999	0	0	0	984	984	0	10130.99	9799	10007	10199	14343	1387
2212	999	999	0	0	0	996	996	0	10042.2	9791	10007	10207	14271	1377
2213	999	999	0	0	0	991	991	0	10069.66	9215	9991	10191	16231	1359
2214	999	999	0	0	0	990	990	0	10083.62	9031	9831	10039	16367	1363
2215	999	999	0	0	0	1001	1001	0	9964.11	9783	10007	10199	14335	1310
2216	1000	1000	0	0	0	995	995	0	10035.78	9799	10007	10215	14311	1319
2217	998	998	0	0	0	981	981	0	10161.77	9799	10007	10207	17263	1348
2218	1000	1000	0	0	0	993	993	0	10047.58	9799	10007	10207	17023	1306
2219	999	999	0	0	0	979	979	0	10202.85	9783	10007	10215	20335	1275
2220	999	999	0	0	0	991	991	0	10081.48	9815	10015	10207	14271	1264
2221	999	999	0	0	0	987	987	0	10083.89	9807	10015	10215	18863	1268
2222	999	999	0	0	0	988	988	0	10074.62	9791	10007	10207	18815	1238
2223	999	999	0	0	0	996	996	0	10006.09	9815	10015	10223	14031	1198
2224	999	999	0	0	0	994	994	0	10021.75	9823	10015	10223	14223	1209
2225	999	999	0	0	0	996	996	0	10007.22	9815	10015	10239	14055	1200
2226	999	999	0	0	0	989	989	0	10035.24	9831	10023	10303	12319	1188
2227	999	999	0	0	0	997	997	0	9979.58	9767	10007	10215	14335	1159
2228	999	999	0	0	0	1004	1004	0	9946.86	9783	9999	10191	14231	1128
2229	1000	1000	0	0	0	999	999	0	9942.68	9735	9999	10215	14327	1127
2230	999	999	0	0	0	982	982	0	10106.8	9815	10015	10231	13215	1107
2231	999	999	0	0	0	996	996	0	10011.54	9799	10007	10215	14255	1091
2232	999	999	0	0	0	988	988	0	10104.68	9415	9991	10175	16223	1063
2233	999	999	0	0	0	988	988	0	10056.55	9703	9999	10207	17791	1061
2234	999	999	0	0	0	999	999	0	9943.79	9039	9959	10103	16231	1061
2235	999	999	0	0	0	999	999	0	9935.73	9783	10007	10215	14311	1016
2236	998	998	0	0	0	996	996	0	9947.52	9703	9999	10199	14359	978
2237	1000	1000	0	0	0	994	994	0	9965.26	9759	10007	10207	14311	991
2238	1000	1000	0	0	0	990	990	0	9961.94	9783	10007	10215	14191	961
2239	998	998	0	0	0	987	987	0	10024.4	9791	10007	10215	14375	939
2240	998	998	0	0	0	992	992	0	9906.99	9783	10015	10319	13775	906
2241	1001	1001	0	0	0	988	988	0	9723.07	8991	9823	10143	20239	896
2242	997	997	0	0	0	984	984	0	8934.83	7743	8959	9991	15215	905
2243	991	991	0	0	0	988	988	0	1023.57	189	395	1241	5863	880
2244	998	998	0	0	0	977	977	0	423.93	168	357	402	2221	855
2245	969	969	0	0	0	952	952	0	281.66	163	337	376	508	855
2246	948	948	0	0	0	925	925	0	286.54	162	343	378	510	828
2247	911	911	0	0	0	904	904	0	280.11	157	342	372	498	805
2248	905	905	0	0	0	898	898	0	280.75	156	340	371	490	799
2249	908	908	0	0	0	896	896	0	280.94	156	340	371	506	750
2250	890	890	0	0	0	868	868	0	285.03	158	343	373	497	766
2251	857	857	0	0	0	853	853	0	280.33	157	340	371	497	765
2252	855	855	0	0	0	845	845	0	286.2	157	341	377	579	734
2253	834	834	0	0	0	814	814	0	281.31	158	341	370	500	737
2254	808	808	0	0	0	806	806	0	283.72	159	342	375	512	700
2255	802	802	0	0	0	775	775	0	289.86	161	347	380	525	702
2256	757	757	0	0	0	756	756	0	280.68	157	341	371	485	694
2257	768	768	0	0	0	767	767	0	286.3	162	345	379	504	690
2258	771	771	0	0	0	749	749	0	291.35	166	346	381	504	671
2259	754	754	0	0	0	738	738	0	289.09	164	343	382	521	639
2260	743	743	0	0	0	720	720	0	298.07	169	352	390	511	631
2261	708	708	0	0	0	703	703	0	288.71	166	346	383	504	615
2262	701	701	0	0	0	697	697	0	299.98	167	350	377	514	596
2263	708	708	0	0	0	692	692	0	296.82	165	349	385	556	593
2264	693	693	0	0	0	682	682	0	289	161	345	375	514	598
2265	670	670	0	0	0	658	658	0	294.93	162	347	383	574	552
2266	652	652	0	0	0	635	635	0	287.6	161	344	375	522	555
2267	629	629	0	0	0	625	625	0	286.16	159	345	378	539	560
2268	621	621	0	0	0	607	607	0	288.03	158	344	379	522	541
2269	604	604	0	0	0	592	592	0	277.35	161	329	372	542	554
2270	596	596	0	0	0	594	594	0	301.88	164	351	383	535	545
2271	600	600	0	0	0	576	576	0	283.66	159	339	380	503	530
2272	563	563	0	0	0	557	557	0	290.14	165	343	382	513	505
2273	558	558	0	0	0	556	556	0	294.18	168	351	382	518	488
2274	568	568	0	0	0	550	550	0	296.21	169	346	383	634	522
2275	551	551	0	0	0	549	549	0	290.76	163	347	379	517	513
2276	560	560	0	0	0	553	553	0	291.58	167	347	380	515	498
2277	550	550	0	0	0	536	536	0	293	169	351	387	501	501
2278	528	528	0	0	0	521	521	0	293.52	164	348	383	506	515
2279	515	515	0	0	0	493	493	0	275.69	160	202	377	507	509
2280	483	483	0	0	0	503	503	0	284.05	163	345	374	502	472
2281	521	521	0	0	0	521	521	0	283.09	161	340	376	501	495
2282	514	514	0	0	0	505	505	0	289.01	161	344	380	496	520
2283	503	503	0	0	0	500	500	0	276.92	160	335	370	489	513
2284	502	502	0	0	0	504	504	0	287.29	161	344	375	496	476
2285	520	520	0	0	0	514	514	0	288.29	165	344	377	592	487
2286	516	516	0	0	0	491	491	0	288.53	165	345	382	500	511
2287	478	478	0	0	0	485	485	0	295.59	167	350	382	523	491
2288	499	499	0	0	0	503	503	0	303.72	169	355	387	546	494
2289	533	533	0	0	0	519	519	0	285.76	165	342	378	515	516
2290	517	517	0	0	0	499	499	0	295.22	169	354	385	509	520
2291	482	482	0	0	0	482	482	0	297.71	167	350	387	578	517
2292	494	494	0	0	0	495	495	0	291.34	160	346	383	584	510
2293	511	511	0	0	0	502	502	0	297.81	166	354	382	507	528
2294	497	497	0	0	0	490	490	0	298.16	173	354	388	502	560
2295	505	505	0	0	0	507	507	0	304.04	173	351	393	576	536
2296	524	524	0	0	0	518	518	0	281.68	162	342	375	487	559
2297	525	525	0	0	0	517	517	0	283.1	161	344	378	495	581
2298	519	519	0	0	0	512	512	0	286.92	160	340	377	525	547
2299	523	523	0	0	0	520	520	0	292.27	162	348	381	516	557
2300	526	526	0	0	0	538	538	0	301.8	166	350	389	652	606
2301	562	562	0	0	0	553	553	0	288.29	161	344	382	494	591
2302	545	545	0	0	0	546	546	0	296.05	168	351	387	512	605
2303	556	556	0	0	0	568	568	0	295.59	169	349	391	511	630
2304	589	589	0	0	0	566	566	0	309.21	171	356	391	572	676
2305	552	552	0	0	0	550	550	0	298.71	168	352	394	555	668
2306	566	566	0	0	0	581	581	0	301.26	166	350	392	517	674
2307	608	608	0	0	0	600	600	0	296.89	168	351	385	507	685
2308	591	591	0	0	0	596	596	0	292.13	164	347	378	527	698
2309	606	606	0	0	0	613	613	0	283.47	160	343	373	491	733
2310	639	639	0	0	0	652	652	0	285.24	159	333	372	512	722
2311	680	680	0	0	0	672	672	0	283.79	159	341	376	534	767
2312	673	673	0	0	0	670	670	0	295.46	161	347	378	522	754
2313	686	686	0	0	0	679	679	0	279.05	157	340	369	492	779
2314	689	689	0	0	0	690	690	0	283.52	159	342	374	547	784
2315	700	700	0	0	0	712	712	0	282.49	159	339	378	494	789
2316	735	735	0	0	0	730	730	0	286.07	158	340	375	587	792
2317	735	735	0	0	0	741	741	0	279.98	162	339	374	497	837
2318	765	765	0	0	0	760	760	0	290.43	164	344	377	521	822
2319	757	757	0	0	0	765	765	0	286.77	161	345	376	490	858
2320	777	777	0	0	0	781	781	0	284.42	163	345	378	496	912
2321	786	786	0	0	0	785	785	0	293.03	163	348	379	534	904
2322	800	800	0	0	0	793	793	0	293.92	164	346	380	517	939
2323	800	800	0	0	0	810	810	0	290.85	162	347	380	522	941
2324	841	841	0	0	0	829	829	0	292.76	161	348	382	499	968
2325	832	832	0	0	0	839	839	0	292.77	161	348	378	523	945
2326	865	865	0	0	0	878	878	0	288.1	162	344	380	533	1006
2327	907	907	0	0	0	912	912	0	291.79	161	347	378	502	988
2328	914	914	0	0	0	918	918	0	288.67	158	346	379	499	1016
2329	948	948	0	0	0	940	940	0	288.98	156	342	373	692	1029
2330	955	955	0	0	0	951	951	0	286.35	160	342	372	567	1066
2331	976	976	0	0	0	957	957	0	289.72	158	344	380	519	1063
2332	958	958	0	0	0	971	971	0	284.1	160	341	378	522	1112
2333	1011	1011	0	0	0	997	997	0	283.6	160	339	377	507	1143
2334	997	997	0	0	0	1001	1001	0	292.64	162	346	377	519	1110
2335	1023	1023	0	0	0	1024	1024	0	291.79	163	347	379	491	1139
2336	1028	1028	0	0	0	1043	1043	0	281.43	160	338	376	497	1177
2337	1068	1068	0	0	0	1065	1065	0	280.57	158	340	369	496	1192
2338	1072	1072	0	0	0	1084	1084	0	283.87	157	338	371	535	1203
2339	1127	1127	0	0	0	1124	1124	0	284.92	156	340	379	545	1221
2340	1147	1147	0	0	0	1129	1129	0	288.26	155	342	376	590	1188
2341	1129	1129	0	0	0	1124	1124	0	284.44	157	340	375	499	1240
2342	1138	1138	0	0	0	1154	1154	0	285.01	156	341	376	507	1243
2343	1185	1185	0	0	0	1144	1144	0	1704.63	161	357	457	12015	1274
2344	1068	1068	0	0	0	995	995	0	9996.84	9823	10023	10503	12247	1302
2345	999	999	0	0	0	998	998	0	9923.15	9823	10023	10335	12207	1290
2346	999	999	0	0	0	997	997	0	9977.86	9783	10007	10199	14319	1311
2347	999	999	0	0	0	986	986	0	10114.48	9815	10015	10223	13823	1320
2348	999	999	0	0	0	982	982	0	10134.37	9823	10023	10231	19999	1329
2349	999	999	0	0	0	990	990	0	10002.73	9823	10031	10807	12247	1345
2350	1000	1000	0	0	0	988	988	0	10110.76	9823	10015	10215	12775	1392
